NODE_ID,LATITUDE,LONGITUDE
374,47.4744865,18.9993549
375,47.4724928,19.0023757
376,47.472969,19.0017589
377,47.4748082,19.0009345
378,47.4751327,18.9968384
379,47.4747509,18.9971105
380,47.4745437,18.9972736
381,47.4743637,18.9974604
382,47.4721585,19.0011716
383,47.4737959,18.998131
384,47.4733604,18.9967923
385,47.4715634,18.9890281
386,47.4734672,18.9868803
387,47.4781883,19.013438
388,47.4783417,19.0134943
389,47.4784359,19.0135443
390,47.4786307,19.0136919
391,47.4787782,19.0138588
392,47.4789278,19.0140155
393,47.4790695,19.0141313
394,47.4791995,19.0142921
395,47.4780044,19.0132789
396,47.479784,19.0030254
397,47.4797177,19.0029626
398,47.4796577,19.0028843
399,47.4796182,19.0027916
400,47.479592,19.0024561
401,47.4796151,19.0023673
402,47.4798987,19.0015642
403,47.4799141,19.0014737
404,47.4815223,18.9966621
405,47.4814904,18.9966729
406,47.481454,18.9967072
407,47.4814094,18.9967578
408,47.4812938,18.9969739
409,47.4806902,18.9979862
410,47.4795676,18.9998457
411,47.4794937,18.9999836
412,47.4794617,19.0000785
413,47.4794387,19.0003249
414,47.4794765,19.0005463
415,47.4795315,19.0006702
416,47.4796662,19.0009064
417,47.480977,18.9981847
418,47.4811224,18.9981685
419,47.4812109,18.9981802
420,47.4812827,18.9982032
421,47.4816005,18.9984233
422,47.4807921,18.995005
423,47.4807281,18.9951616
424,47.4806814,18.9953041
425,47.4806312,18.9954664
426,47.4804963,18.9960161
427,47.480449,18.9962306
428,47.4804146,18.9963869
429,47.4803381,18.9965889
430,47.4790615,18.9989359
431,47.4788614,18.9992985
432,47.4786265,18.9998336
433,47.4784878,19.0001565
434,47.4779822,19.0013192
435,47.4779179,19.001479
436,47.477833,19.0017644
437,47.477781,19.0021498
438,47.4777713,19.002353
439,47.4795471,18.9935973
440,47.4793349,18.9939016
441,47.4791524,18.9940881
442,47.4790988,18.9941639
443,47.4790884,18.9942691
444,47.4811245,18.993172
445,47.4808428,18.9933701
446,47.4806528,18.9936042
447,47.479893,18.9950427
448,47.4784463,18.9969181
449,47.4779609,18.997557
450,47.4778858,18.9976666
451,47.4756897,19.0018398
452,47.4755753,19.00199
453,47.4754995,19.0021072
454,47.4749066,19.0032239
455,47.4748283,19.0033677
456,47.4747335,19.0035168
457,47.4746507,19.0036389
458,47.4745249,19.0038159
459,47.4726116,19.0064016
460,47.4730396,19.00709
461,47.4730411,19.0071711
462,47.4726326,19.0077324
463,47.4726294,19.0078142
464,47.4730464,19.0085902
465,47.4732037,19.0090035
466,47.4733778,19.0096227
467,47.471836,19.008121
468,47.4718423,19.0083198
469,47.4718703,19.0086587
470,47.4718972,19.0088319
471,47.4722596,19.0098969
472,47.4727064,19.0118459
473,47.4718497,19.0074425
474,47.472877,19.0109996
475,47.4725758,19.0111335
476,47.4736387,19.0109695
477,47.4756384,19.0094029
478,47.4754353,19.0111907
479,47.4745866,19.0117597
480,47.4744667,19.0118221
481,47.4743938,19.0118455
482,47.4743045,19.0118574
483,47.474225,19.0118453
484,47.4741453,19.0118208
485,47.4740597,19.0117757
486,47.4738563,19.0115712
487,47.4737742,19.011434
488,47.4769306,19.0033093
489,47.4766169,19.0036517
490,47.4764427,19.0039278
491,47.4763068,19.0041855
492,47.4751803,19.0070388
493,47.474691,19.0080374
494,47.4744821,19.0083375
495,47.4744043,19.0084001
496,47.474337,19.0083894
497,47.473827,19.008785
498,47.4777452,19.00326
499,47.4777329,19.003345
500,47.4777205,19.0034206
501,47.477602,19.0039796
502,47.4775612,19.0042673
503,47.4759524,19.0018644
504,47.4760414,19.0019403
505,47.4761415,19.0019912
506,47.476202,19.002006
507,47.4763029,19.0020127
508,47.4764016,19.0019866
509,47.476532,19.0019111
510,47.4766772,19.0017516
511,47.4770304,19.001215
512,47.477248,19.0010173
513,47.4773151,18.9990156
514,47.477353,18.9991276
515,47.4774143,18.9994832
516,47.4774262,19.0004127
517,47.4770887,19.0030222
518,47.4773616,18.9948544
519,47.4762895,18.9961215
520,47.4772092,18.997001
521,47.4765643,18.9988216
522,47.4764958,18.998993
523,47.4753887,19.0013521
524,47.4744812,18.9941587
525,47.4743083,18.9934571
526,47.4769251,18.9937576
527,47.4765264,18.9958491
528,47.4764945,18.9959577
529,47.4778293,18.9898193
530,47.4757109,18.9878149
531,47.4762593,18.9885985
532,47.4763861,18.9888072
533,47.4772307,18.9903991
534,47.4752175,18.9887211
535,47.4761447,18.9901124
536,47.4789797,18.9923252
537,47.4789306,18.9924782
538,47.478737,18.9926836
539,47.4786295,18.9927873
540,47.478498,18.9928607
541,47.477733,18.9932937
542,47.4782573,18.9913253
543,47.4778493,18.991556
544,47.4777871,18.9915962
545,47.477531,18.991864
546,47.4764253,18.991928
547,47.476848,18.9924723
548,47.4774389,18.9916882
549,47.4772237,18.9912752
550,47.4769365,18.9907073
551,47.4747186,18.9859859
552,47.4747114,18.9860794
553,47.4747357,18.9862798
554,47.4747682,18.9864148
555,47.4748157,18.9865524
556,47.474904,18.9867586
557,47.4750052,18.9870114
558,47.4751232,18.9872903
559,47.4790241,18.995801
560,47.4791755,18.9959823
561,47.47991,18.9962551
562,47.479945,18.9965477
563,47.4799666,18.9969175
564,47.4799438,18.9972177
565,47.4800093,18.9976789
566,47.4800849,18.9978799
567,47.4802179,18.998099
568,47.4803029,18.9981726
569,47.4803973,18.9982279
570,47.4815234,18.9995927
571,47.4788187,19.0057415
572,47.4791513,19.0059739
573,47.4796595,19.0070357
574,47.4763946,18.9870202
575,47.4836683,19.0067765
576,47.4834286,19.0072418
577,47.4833258,19.0074082
578,47.482606,19.0085819
579,47.4824702,19.0077275
580,47.4825786,19.0073285
581,47.4826891,19.0066645
582,47.4827086,19.0063721
583,47.4821559,18.999348
584,47.4833438,19.0052027
585,47.4815548,19.0050148
586,47.4814691,19.0076778
587,47.481431,19.0078701
588,47.4814536,19.0078053
589,47.4805082,19.0076717
590,47.4802433,19.0063804
591,47.4821797,19.0092752
592,47.4817491,19.0099054
593,47.4816687,19.0099176
594,47.4814328,19.0102466
595,47.4813077,19.0103783
596,47.4812631,19.0104165
597,47.481222,19.0104359
598,47.4811733,19.0104384
599,47.4810739,19.0103694
600,47.4808117,19.009813
601,47.4841988,19.0084627
602,47.484093,19.0081759
603,47.4737221,18.9918572
604,47.4714993,19.0025627
605,47.4694519,19.0094986
606,47.4709405,19.0112477
607,47.4694497,19.0111546
608,47.470959,19.0150944
609,47.4688876,19.0105231
610,47.4695373,19.0112899
611,47.4686324,19.0131403
612,47.4707291,19.0087055
613,47.4724849,19.0106929
614,47.4723582,19.0108045
615,47.4722447,19.0109327
616,47.4721936,19.0110258
617,47.4721482,19.0113181
618,47.4721326,19.01214
619,47.4720822,19.0124687
620,47.4720425,19.0125648
621,47.4719813,19.0126721
622,47.4705424,19.011773
623,47.4705986,19.0118615
624,47.4707301,19.0120929
625,47.4708035,19.0122331
626,47.47086,19.0123777
627,47.4713293,19.0140899
628,47.4715239,19.0144781
629,47.4725146,19.0159197
630,47.4732847,19.0177488
631,47.4729005,19.0181334
632,47.4730042,19.0183424
633,47.4730267,19.0184117
634,47.4730377,19.0185276
635,47.4730191,19.018655
636,47.4730066,19.0187092
637,47.4729085,19.0190115
638,47.472864,19.0191762
639,47.472847,19.0193169
640,47.4728493,19.019508
641,47.4728726,19.0196534
642,47.4728954,19.0197584
643,47.4729508,19.019873
644,47.4730305,19.0199868
645,47.4734137,19.0202606
646,47.4747547,19.0213131
647,47.4753634,19.0184803
648,47.4741718,19.0200945
649,47.4739608,19.0206038
650,47.4748685,19.0174727
651,47.4736497,19.0186091
652,47.4734125,19.021932
653,47.4733576,19.0221472
654,47.4758059,19.0175825
655,47.4753896,19.0161775
656,47.47599,19.0165341
657,47.4761524,19.0171086
658,47.476251,19.0173936
659,47.476131,19.0176956
660,47.475929,19.0179066
661,47.4761426,19.0120929
662,47.4746417,19.0130036
663,47.4744036,19.013103
664,47.478423,19.005489
665,47.4788831,18.9978749
666,47.4743711,19.0022614
667,47.4720058,18.9885291
668,47.4724551,18.9880225
669,47.4693119,19.0026305
670,47.4763397,18.9867683
671,47.4752261,18.9816879
672,47.475337,18.9818868
673,47.4754014,18.9820438
674,47.4754257,18.9822049
675,47.4754591,18.982938
676,47.4754492,18.9835263
677,47.4754167,18.9843004
678,47.4754227,18.9844648
679,47.4755348,18.9849254
680,47.4756229,18.9851461
681,47.475747,18.9856288
682,47.4735272,18.98333
683,47.4754494,18.9826346
684,47.47436,18.9860619
685,47.4739872,18.9846166
686,47.4738479,18.984197
687,47.4764416,19.0165058
688,47.4818219,18.9924801
689,47.4819477,18.9923995
690,47.4820775,18.9923378
691,47.4816754,18.9968217
692,47.4818551,18.998339
693,47.4806866,18.99247
694,47.4810893,18.9896193
695,47.4805253,18.9904887
696,47.4804321,18.990646
697,47.4803951,18.990687
698,47.4803097,18.9908091
699,47.4802631,18.9908732
700,47.480199,18.9909373
701,47.4795815,18.9913825
702,47.4786048,18.9921708
703,47.480293,18.9890051
704,47.4802603,18.9891087
705,47.4802021,18.9892114
706,47.480118,18.9893414
707,47.4800016,18.9895009
708,47.4799399,18.9895776
709,47.4798881,18.9896426
710,47.4797642,18.9897145
711,47.4796638,18.9898123
712,47.4795157,18.989956
713,47.4793234,18.990177
714,47.4791809,18.9904009
715,47.4790038,18.9905954
716,47.478911,18.9906743
717,47.4782336,18.9912409
718,47.479834,18.989658
719,47.4803543,18.9907474
720,47.480766,18.992332
721,47.4789747,18.9878403
722,47.4788547,18.9879759
723,47.4787396,18.9881666
724,47.47865,18.9883525
725,47.4785813,18.9885319
726,47.4785441,18.9887296
727,47.4785275,18.9888627
728,47.4785101,18.9889432
729,47.4784887,18.9890097
730,47.4784387,18.9891136
731,47.4769949,18.9879415
732,47.4838464,19.007187
733,47.4837375,19.0059347
734,47.4841136,19.0059939
735,47.484583,19.0061827
736,47.4847521,19.0062632
737,47.4848222,19.0062727
738,47.4683579,19.0034444
739,47.4664044,19.0055269
740,47.4710301,19.0201687
741,47.4669752,19.0164033
742,47.4808907,19.010926
743,47.471794,19.0174858
744,47.4672388,19.0136894
745,47.4676487,19.0050466
746,47.4677933,19.0040116
747,47.4810457,18.9992335
748,47.4799864,19.0042808
749,47.472949,18.9874655
750,47.4733658,18.9913775
751,47.4748319,18.989133
752,47.4722154,18.990407
753,47.4722573,18.990532
754,47.4741379,18.9877633
755,47.4740284,18.987899
756,47.4735865,18.9883999
757,47.4730432,18.9890055
758,47.4729421,18.9891471
759,47.4728323,18.9893311
760,47.4733503,18.9886691
761,47.4749531,18.9898993
762,47.4739035,18.9916153
763,47.4738649,18.9916533
764,47.4739655,18.9904524
765,47.4658985,19.0084505
766,47.4673017,19.0045462
767,47.4672309,19.0043635
768,47.4661638,19.0058038
769,47.4660817,19.0058939
770,47.4660147,19.0059622
771,47.4659475,19.006014
772,47.4658939,19.0060449
773,47.4658139,19.0060844
774,47.465765,19.0061023
775,47.4657231,19.0061136
776,47.4656844,19.0061226
777,47.4656496,19.0061293
778,47.4656132,19.0061349
779,47.4655598,19.0061378
780,47.4655204,19.0061395
781,47.465432,19.0061232
782,47.4653964,19.006112
783,47.4653261,19.0060896
784,47.465249,19.0060583
785,47.4743472,19.02378
786,47.474429,19.0229093
787,47.4744705,19.0230013
788,47.4744749,19.0232881
789,47.4744598,19.0233636
790,47.4662342,19.0082787
791,47.4660167,19.0085923
792,47.4692828,19.0051131
793,47.4713169,19.0058892
794,47.4707413,19.0068478
795,47.4674944,19.0170169
796,47.4683271,19.0178856
797,47.4685125,19.0180219
798,47.4679247,19.0174763
799,47.4676726,19.0172108
800,47.4683029,19.0162472
801,47.4694988,19.0188517
802,47.4680946,19.014742
803,47.4689454,19.0137366
804,47.4688018,19.0155027
805,47.4685929,19.0153243
806,47.4696288,19.0159188
807,47.4694164,19.0158492
808,47.4691857,19.0157386
809,47.4701602,19.0160102
810,47.4703831,19.0159016
811,47.470332,19.0158242
812,47.4705604,19.0160148
813,47.4714455,19.0167588
814,47.4698755,19.0182847
815,47.4710096,19.0171166
816,47.4706474,19.0174362
817,47.4702685,19.0177997
818,47.4709742,19.0160034
819,47.4708364,19.0160159
820,47.4722226,19.0157759
821,47.4721793,19.0157546
822,47.4722645,19.0158081
823,47.4723277,19.0158909
824,47.4700023,19.0124945
825,47.4698766,19.0191792
826,47.4696775,19.018526
827,47.4677237,19.0171124
828,47.473983,19.0224754
829,47.4715311,19.0206759
830,47.4710705,19.0202035
831,47.4709909,19.0198975
832,47.4708194,19.0203412
833,47.4711262,19.0200112
834,47.4753283,19.0235439
835,47.4724121,19.0186803
836,47.4704351,19.0176463
837,47.4700894,19.0180108
838,47.4664164,19.0077741
839,47.4660528,19.010764
840,47.466504,19.0115149
841,47.4670942,19.012536
842,47.4677628,19.0092849
843,47.468249,19.0039091
844,47.4652346,19.0070337
845,47.4716446,19.0195415
846,47.4723318,19.0207421
847,47.4718003,19.0209836
848,47.4719807,19.0202211
849,47.472017,19.020283
850,47.4708276,19.0039666
851,47.4710957,19.0040287
852,47.4707519,19.0013953
853,47.4725151,19.0042596
854,47.4719089,19.0031323
855,47.4712013,19.0040766
856,47.4711452,19.0040404
857,47.4709229,19.0040391
858,47.4703288,19.0017646
859,47.4706392,19.0015747
860,47.4704494,19.0017404
861,47.4705089,19.0017452
862,47.4705778,19.0017671
863,47.4706461,19.0018081
864,47.4706601,19.0018239
865,47.4706767,19.0018475
866,47.4709492,19.0023422
867,47.4715434,19.000869
868,47.4720097,19.0019799
869,47.47209,19.0020624
870,47.4719161,19.0018415
871,47.472653,19.0025089
872,47.4727567,19.0026292
873,47.4734436,19.0036826
874,47.4734702,19.0037811
875,47.4734916,19.0039835
876,47.4734769,19.0042581
877,47.4733618,19.0053946
878,47.47342,19.0057889
879,47.4734521,19.0059338
880,47.4726191,19.0077736
881,47.4730468,19.0071286
882,47.4730123,19.008493
883,47.4729764,19.0084052
884,47.4736213,18.998419
885,47.4734202,18.9987756
886,47.4741902,18.9999799
887,47.4739501,19.0003915
888,47.4749769,19.0010097
889,47.4749265,19.0009711
890,47.4749024,19.0009665
891,47.4734154,18.9969774
892,47.4737033,18.9982744
893,47.4746523,18.997182
894,47.4744501,18.997369
895,47.4749393,18.9981722
896,47.4733332,19.0034611
897,47.4736428,19.003158
898,47.4751077,19.002837
899,47.4747496,19.0015861
900,47.4747011,19.0016877
901,47.4746509,19.0017774
902,47.4742396,19.002448
903,47.474489,19.0020617
904,47.4736794,19.0028743
905,47.4734785,19.0030947
906,47.473188,19.0033448
907,47.4757019,18.9989707
908,47.4755453,18.9991689
909,47.4747484,19.0012778
910,47.4746831,19.0014339
911,47.4745947,19.0015951
912,47.4744852,19.0017954
913,47.4743953,19.0019419
914,47.4743172,19.0020552
915,47.4741473,19.0023034
916,47.4742751,19.0021184
917,47.4740269,19.0024514
918,47.4719757,19.0053198
919,47.4764862,18.9889754
920,47.4765873,18.9891682
921,47.4772321,18.9883353
922,47.4773374,18.9885515
923,47.4784502,18.9919337
924,47.4787147,18.9922555
925,47.4788422,18.9923049
926,47.4815801,18.9962511
927,47.4816542,18.998198
928,47.4805024,18.9997284
929,47.4803992,18.9998663
930,47.4786804,18.9927529
931,47.4774548,18.9933711
932,47.4775493,18.9933628
933,47.47488,18.9897666
934,47.4767521,18.9910077
935,47.4767137,18.9911299
936,47.4766485,18.9914352
937,47.4759908,18.9931682
938,47.4754139,18.9948343
939,47.4757521,18.9947553
940,47.475164,18.9967921
941,47.4765264,18.9959013
942,47.4764619,18.995998
943,47.4764306,18.9960309
944,47.4744324,18.9938136
945,47.4740269,18.9929745
946,47.4782697,18.9944528
947,47.4788892,18.9956252
948,47.4763192,18.99669
949,47.4763823,18.9964935
950,47.4769292,18.9953753
951,47.4774458,18.9947832
952,47.4777137,18.9946055
953,47.4788332,18.994355
954,47.4793698,18.9940388
955,47.4792493,18.9941711
956,47.4803241,18.9924515
957,47.4790844,18.9942169
958,47.4770734,18.9951638
959,47.4780726,18.9944792
960,47.4812407,18.9934578
961,47.4796913,18.9951542
962,47.4797473,18.9952663
963,47.4797877,18.9955761
964,47.4810368,18.9932225
965,47.4808727,18.9933411
966,47.4807678,18.9934437
967,47.480717,18.9935071
968,47.4798176,18.9951714
969,47.4760893,19.0019697
970,47.4762603,19.0020108
971,47.4763462,19.0020036
972,47.4764725,19.0019485
973,47.4764296,19.001971
974,47.4773476,19.0010233
975,47.4771626,19.0010513
976,47.4771087,19.0011041
977,47.4800783,18.9990492
978,47.4806679,18.9981071
979,47.4815957,18.9966766
980,47.4812211,18.9971017
981,47.4799732,18.9975562
982,47.4812918,18.9940295
983,47.4799047,18.9974388
984,47.4792829,18.9985404
985,47.4783984,18.996983
986,47.4766985,19.000443
987,47.4765224,19.0007961
988,47.4763912,19.0010157
989,47.476297,19.0011556
990,47.4761959,19.0012838
991,47.4760694,19.0014322
992,47.4757942,19.0017246
993,47.4756611,19.0033901
994,47.4747446,19.002565
995,47.4754468,19.0021903
996,47.4753842,19.0023032
997,47.4766706,19.0032757
998,47.4757861,19.0032955
999,47.4816841,18.9984785
1000,47.4816618,18.9983185
1001,47.4748058,19.0058029
1002,47.4745365,19.0063288
1003,47.4749379,19.0054992
1004,47.4739058,19.0046578
1005,47.4699813,19.0101207
1006,47.4718543,19.0084925
1007,47.4719469,19.009038
1008,47.472151,19.0096543
1009,47.4713223,19.0107511
